origem,destino,haversine_distance
0,7416,7864.1
0,4322,3156.3
0,8961,15782.6
0,1183,31010.1
0,4270,18080.5
0,4627,33763.1
0,8939,27726.4
0,4292,5457.0
0,8635,49609.4
0,2793,15186.7
0,1867,964.9
0,8250,12987.7
0,7809,25096.6
0,3378,45656.8
0,5198,19557.4
0,1995,52691.5
0,7709,5946.0
0,9914,11615.9
0,7289,27014.4
0,5976,3133.0
0,2657,51501.7
0,2692,7961.5
0,2279,190.0
0,1630,28462.2
0,5451,27926.0
0,9675,19678.9
0,1004,19590.1
0,778,5384.4
0,6644,542.8
0,7759,19874.3
0,5286,11974.5
0,5305,24951.6
0,2735,15836.8
0,4366,385.2
0,8086,33702.0
0,466,2081.4
0,6379,11540.6
0,2733,2627.5
0,3688,11440.3
0,6966,2130.5
0,8914,17082.2
0,954,13045.7
0,3314,3611.2
0,2981,35811.8
0,1264,2565.7
0,7983,2689.7
0,5061,12347.3
0,8887,23484.1
0,7902,20383.1
0,1594,29052.8
0,524,746.4
0,6545,9366.9
0,8599,37580.1
0,3485,8606.7
0,3046,24202.1
0,2750,13644.3
0,2150,832.9
0,5109,24644.2
0,8006,46778.3
0,1883,8095.3
0,258,54094.0
0,7873,28522.9
0,1665,13845.4
0,5139,11996.4
0,3054,20783.4
0,3347,7789.4
0,6498,11728.5
0,2029,5240.3
0,7830,7792.8
0,125,49931.5
0,3102,13826.2
0,1227,30055.9
0,3993,19931.9
0,6823,22071.8
0,4305,17992.7
0,9888,24914.9
0,9770,12747.0
0,6464,20536.9
0,519,33845.5
0,5108,12037.0
0,7884,12809.1
0,6860,18832.9
0,2745,2886.9
0,2936,27271.3
0,1068,35990.4
0,7771,12100.6
0,1821,3926.9
0,4945,8989.8
0,4858,20220.0
0,3096,18152.3
0,3212,25651.0
0,4656,26990.6
0,3844,485.2
0,4859,32540.6
0,2984,9625.9
0,5765,10037.6
0,4184,8963.5
0,3804,8164.9
0,5966,25564.9
0,7773,25967.8
0,4952,32510.3
0,1908,25219.4
0,1642,18073.5
0,5772,23692.1
0,2798,15940.4
0,6300,2608.3
0,169,21718.0
0,4615,25744.8
0,924,7347.4
0,9293,5333.8
0,3433,25259.5
0,7319,32354.0
0,9604,38958.2
0,1409,7073.5
0,8264,51319.8
0,2894,3422.3
0,8968,15038.1
0,5122,44994.0
0,4785,24700.3
0,242,25193.0
0,56,23569.1
0,3507,40970.1
0,657,17216.0
0,5903,13637.1
0,5595,35892.5
0,823,973.3
0,4311,27285.8
0,7548,29599.2
0,9568,22373.6
0,5916,34063.3
0,8168,3962.5
0,958,27479.0
0,5010,40225.2
0,7564,12301.5
0,445,29148.8
0,9640,13939.7
0,4120,5103.5
0,8613,2656.2
0,5792,3310.4
0,2298,7528.1
0,8732,23340.1
0,2048,13363.0
0,3228,6422.2
0,2380,30157.7
0,166,14944.0
0,3789,23102.2
0,4463,11835.2
0,3203,29197.8
0,508,41571.7
0,9179,3045.2
0,6087,17934.9
0,8886,15316.6
0,2419,18016.4
0,8496,25179.3
0,2046,38447.7
0,8265,17694.2
0,6376,41443.7
0,1979,43821.0
0,9270,897.0
0,9317,11894.7
0,9409,2161.6
0,7595,18406.3
0,6034,42987.6
0,5551,51851.1
0,2201,15553.2
0,7907,39394.2
0,2454,3326.7
0,5515,25338.5
0,5888,5476.2
0,7225,18488.9
0,7926,52630.3
0,3070,2551.6
0,170,16465.9
0,4554,30051.5
0,1127,42629.6
0,3006,22252.3
0,6896,20319.7
0,3608,20924.7
0,4112,12304.5
0,7793,7721.9
0,2481,12240.2
0,7318,13699.2
0,3694,3247.4
0,4646,25186.0
0,1852,22402.8
0,3019,20582.4
0,108,15155.3
0,225,12753.7
0,3014,23883.7
0,3256,17428.8
0,8724,21348.8
0,4893,19039.1
0,5072,25909.7
0,9714,7410.6
0,6276,8326.1
0,4429,7199.6
0,4900,3674.4
0,2545,381.9
0,1366,2141.9
0,4633,10622.6
0,7343,37787.7
0,7479,23911.8
0,3436,19855.4
0,822,12839.8
0,8128,23417.5
0,3782,32389.3
0,8579,32423.1
0,3529,15382.0
0,2455,23065.1
0,7851,18805.6
0,4084,1577.6
0,8219,8176.5
0,8668,7382.1
0,9035,25072.7
0,4002,3228.4
0,8943,7952.3
0,4093,42180.4
0,8970,6829.5
0,3731,15490.7
0,9124,19377.0
0,4441,14804.3
0,7520,9741.4
0,3146,13304.8
0,521,5470.0
0,9133,16197.1
0,873,3195.5
0,8663,13905.2
0,8417,19771.6
0,1662,38692.6
0,2422,11447.5
0,3907,41198.9
0,241,30385.5
0,7785,19888.4
0,2276,18775.7
0,8749,25650.0
0,8015,2011.4
0,8387,7053.5
0,2162,21893.6
0,7810,43962.3
0,3187,20799.5
0,5436,12063.7
0,6964,42155.5
0,7893,29454.6
0,8963,39016.6
0,4949,2878.0
0,196,14112.7
0,2230,48295.4
0,7965,21709.0
0,7976,7211.1
0,8124,14293.6
0,9057,30496.3
0,400,10772.8
0,1614,11482.1
0,8604,12557.6
0,8686,15654.5
0,8289,1083.1
0,1888,29705.5
0,8125,7917.6
0,9100,852.6
0,6299,19097.1
0,7906,13411.5
0,9185,6489.3
0,5493,25424.3
0,6151,36378.7
0,6691,16626.6
0,9933,33391.9
0,8789,12657.7
0,7592,4499.4
0,7011,38227.8
0,9997,17142.7
0,101,13369.1
0,5219,48270.8
0,9500,36356.6
0,3985,26283.1
0,1660,23932.6
0,9592,19809.0
0,7244,38023.6
0,2987,22223.3
0,6817,37466.5
0,6881,23417.0
0,9611,1834.3
0,925,20657.2
0,5664,20022.1
0,6121,19116.2
0,4607,296.6
0,1934,17901.5
0,1958,35542.4
0,8541,214.2
0,6979,35112.6
0,147,12737.6
0,6715,30216.2
0,1463,618.3
0,4885,11906.8
0,3891,10897.3
0,9281,34894.9
0,804,37644.6
0,4181,27494.6
0,9700,21127.6
0,8687,5217.8
0,6531,14657.4
0,6080,12592.0
0,9292,1290.8
0,2365,26092.1
0,5163,18938.1
0,7216,21161.0
0,5684,25853.5
0,3851,7979.7
0,6420,798.1
0,9282,32711.7
0,9288,20669.4
0,9378,31677.4
0,5713,14783.9
0,388,30395.3
0,6796,15131.0
0,9470,2705.8
0,9764,2812.1
0,5941,24902.6
0,834,7104.3
0,3954,15086.9
0,9736,14925.9
0,211,23233.9
0,4540,26514.8
0,3959,673.8
0,6956,42891.5
0,1684,31414.9
0,4697,1837.0
0,5719,18586.8
0,2912,19670.0
0,5558,43846.2
0,3668,29162.7
0,5584,12339.0
0,2339,22593.2
0,9635,50238.4
0,6079,14965.8
0,680,30736.2
0,3521,18864.9
0,2702,7603.5
0,3936,20298.1
0,602,20079.2
0,5682,23907.4
0,8838,27276.0
0,3996,23107.2
0,6394,22857.0
0,3479,18290.1
0,1250,2974.1
0,6122,6869.9
0,3903,7437.5
0,3911,6022.9
0,2407,1517.4
0,1363,14183.0
0,1199,6804.1
0,5419,8355.6
0,5535,19081.8
0,2191,26853.5
0,2731,13375.7
0,6572,26504.3
0,4699,15623.3
0,3727,12890.5
0,5222,17271.2
0,8222,15712.8
0,2094,5777.8
0,3978,27921.5
0,3624,4483.4
0,4060,15801.2
0,1402,12159.7
0,2177,26429.5
0,2293,22113.7
0,2281,15305.1
0,968,45389.9
0,1484,24305.7
0,7744,15338.5
0,6312,7947.9
0,2616,52688.0
0,3697,4592.3
0,5622,18205.7
0,1207,44142.8
0,1550,20314.2
0,2382,26690.3
0,3125,12739.6
0,2690,20978.3
0,2582,3336.8
0,161,45615.7
0,5188,12317.9
0,2824,16236.7
0,4590,7772.4
0,6773,15231.3
0,9961,14787.9
0,4972,4088.3
0,8328,23023.5
0,6201,7860.0
0,2410,23198.8
0,872,13502.5
0,9229,18624.1
0,4798,12601.4
0,929,29194.6
0,1028,4276.5
0,843,240.1
0,5607,14624.9
0,478,5814.4
0,6862,6798.0
0,1841,43484.2
0,3194,14912.6
0,5314,35762.0
0,2558,7539.5
0,9212,18457.5
0,5466,16067.6
0,5798,44191.2
0,5677,17727.4
0,2129,25314.0
0,5645,28597.1
0,9758,16879.1
0,6232,35948.6
0,8117,26072.6
0,8910,8545.0
0,5230,22126.4
0,4230,11528.0
0,4788,18891.6
0,4837,2667.0
0,9903,12716.3
0,3397,36224.1
0,3960,19274.0
0,9895,11683.9
0,5329,14467.6
0,2480,30448.5
0,4534,29968.9
0,4448,7637.8
0,1623,6865.4
0,7637,16722.7
0,9683,14751.6
0,5152,11967.8
0,4425,21345.4
0,1890,3681.3
0,5615,27049.4
0,5361,19687.7
0,2370,18602.5
0,4998,14308.9
0,7629,15115.0
0,5239,44876.8
0,4958,36595.6
0,2215,22021.5
0,8022,20223.9
0,4729,12891.8
0,1539,20239.0
0,4880,8094.9
0,6935,35214.3
0,6138,11424.5
0,4623,47531.1
0,5769,36231.3
0,1906,17259.8
0,5468,30448.5
0,411,5193.5
0,1879,3567.8
0,9813,32090.6
0,9366,26610.4
0,7760,12110.2
0,3094,33792.6
0,8853,20692.6
0,3541,13192.2
0,7317,55465.9
0,3375,3409.2
0,5318,50881.7
0,3215,2565.0
0,1425,35534.2
0,3414,22761.8
0,9892,20225.9
0,8730,13928.6
0,6610,26854.4
0,6267,11899.9
0,3915,12204.9
0,1816,18483.5
0,3271,19585.4
0,5013,8629.9
0,8435,19734.0
0,1010,7542.6
0,2868,14968.8
0,8596,7312.4
0,6604,12091.3
0,3034,26226.2
0,5940,9078.3
0,1709,25296.1
0,2709,34951.2
0,5679,24095.3
0,4792,28233.6
0,5170,19223.6
0,9082,7504.7
0,8524,14196.1
0,7650,17469.2
0,9534,16092.5
0,509,21015.0
0,8845,14391.9
0,6958,23597.4
0,7173,2395.3
0,9932,16603.9
0,3833,13286.0
0,5119,7523.5
0,4097,18713.5
0,5777,20070.3
0,3874,23720.0
0,9232,25573.3
0,4621,29305.9
0,6434,11317.2
0,8533,6346.3
0,6456,38538.0
0,8511,7764.3
0,3192,3071.7
0,4603,16196.6
0,4201,6794.9
0,7885,43735.4
0,7852,5489.6
0,3546,12771.8
0,667,38540.0
0,5864,11574.1
0,3423,28328.7
0,7155,3504.9
0,7246,24972.1
0,1272,5491.1
0,8951,35649.2
0,382,30246.0
0,5884,29875.4
0,3896,41572.8
0,5681,32127.5
0,5368,25706.2
0,399,26774.2
0,2196,18812.3
0,6305,3168.3
0,1653,19078.9
0,869,13028.4
0,9649,403.8
0,1839,20460.9
0,6829,11770.4
0,2938,3526.5
0,2488,643.1
0,4390,27993.7
0,9581,39188.6
0,1400,7817.1
0,2511,31270.7
0,5874,179.6
0,4029,22396.7
0,2038,29557.1
0,5731,17397.7
0,7257,5312.4
0,3942,34366.9
0,4405,38341.0
0,7682,42219.7
0,8588,25606.8
0,989,26407.9
0,2459,7908.3
0,1065,42035.3
0,6200,2582.9
0,817,2092.8
0,9388,13845.5
0,1859,47777.0
0,5003,28575.2
0,3988,25409.3
0,9406,31774.9
0,6066,18180.4
0,7370,24810.5
0,5723,7394.4
0,2743,32656.9
0,7299,41887.3
0,2829,22121.6
0,6324,13585.0
0,4745,24711.0
0,8284,7108.8
0,4089,36580.4
0,7073,34137.6
0,4191,19678.2
0,511,39574.8
0,1433,27352.6
0,5316,15618.6
0,4212,18279.8
0,6074,30585.1
0,6772,18357.0
0,5783,13334.4
0,1873,31065.4
0,670,1687.7
0,3152,3593.8
0,1059,22999.4
0,8598,4883.1
0,4083,14456.3
0,8725,7529.0
0,9509,5809.1
0,264,44939.3
0,718,1409.0
0,8726,8268.9
0,8203,4529.7
0,7336,20071.9
0,8252,37297.9
0,1355,16336.9
0,871,10665.5
0,7600,13407.2
0,420,6763.8
0,7617,11598.0
0,9339,25515.7
0,8262,8482.8
0,3751,27059.3
0,7203,24218.5
0,3603,27400.3
0,1525,19439.0
0,7297,34892.2
0,9542,31894.8
0,7522,17145.5
0,1110,7450.3
0,1635,28785.9
0,7735,31625.8
0,950,35280.6
0,9851,11617.0
0,734,21053.6
0,935,2849.3
0,9131,2874.1
0,5276,10284.5
0,1314,3722.4
0,4068,15517.5
0,2424,17626.6
0,4675,13521.3
0,7499,4270.5
0,8743,24674.3
0,2376,6249.9
0,3477,6115.0
0,6764,12358.7
0,9774,14825.6
0,3693,52040.8
0,2356,12198.8
0,9454,302.5
0,526,12940.4
0,9794,2438.7
0,3704,7483.2
0,9673,14801.5
0,9941,43153.4
0,1036,26532.0
0,9958,12179.4
0,7421,2005.9
0,1374,6274.7
0,9663,20633.0
0,1982,3072.1
0,422,30178.0
0,1604,23279.5
0,9999,36075.4
0,9595,32386.8
0,3796,29539.7
0,815,29277.1
0,1289,26014.0
0,8547,816.1
0,8367,29533.6
0,1113,36149.5
0,1712,5525.4
0,6556,17023.1
0,3905,1650.7
0,3296,31651.8
0,6781,18173.8
0,4465,8121.8
0,1930,20716.0
0,2651,10300.0
0,3629,2891.3
0,4008,3414.8
0,9782,12628.6
0,6981,3227.7
0,1519,20328.7
0,7456,12953.6
0,4245,9291.6
0,1571,29524.7
0,8602,25449.8
0,6476,24254.3
0,2078,27352.7
0,1205,26288.0
0,1647,15339.4
0,3157,20202.8
0,9513,11504.8
0,2425,2133.4
0,7109,19450.5
0,1346,37833.2
0,2572,27503.0
0,6887,15303.5
0,7065,50895.8
0,3261,25274.8
0,5215,8286.0
0,1298,7315.3
0,6671,7194.7
0,1422,11239.5
0,365,13846.3
0,1496,14884.9
0,681,28996.4
0,5949,31564.0
0,3860,23046.0
0,2703,5012.3
0,8378,37706.2
0,2353,24892.7
0,5559,44830.6
0,9467,29244.5
0,2765,45991.2
0,2360,36699.1
0,2392,21269.4
0,2841,20993.0
0,9410,40489.7
0,2324,18434.4
0,344,16410.3
0,918,8350.7
0,597,11923.0
0,664,7666.4
0,3383,16457.9
0,3283,49947.6
0,1795,17618.5
0,4738,7733.1
0,9347,2531.7
0,5311,30484.2
0,1554,49364.4
0,1021,33865.4
0,7531,16822.3
0,9784,13470.8
0,9855,2882.2
0,7112,27414.4
0,7596,2360.7
0,3163,40703.3
0,8791,13410.0
0,7241,7054.0
0,7404,33669.6
0,7223,451.5
0,7141,26853.8
0,7403,28297.1
0,2945,3493.5
0,9955,22334.6
0,7211,10390.4
0,8030,8831.2
0,2539,15530.4
0,7382,48977.5
0,6973,1125.5
0,5923,32470.9
0,7951,3679.6
0,3908,25370.4
0,6760,11151.4
0,9871,18974.6
0,8954,2994.6
0,8718,18550.9
0,6315,7220.2
0,8692,49465.0
0,4941,20406.5
0,6162,7450.6
0,8534,14834.7
0,7796,26685.2
0,4056,43040.5
0,9543,49073.2
0,6112,21548.9
0,2815,20484.7
0,6567,5166.4
0,832,11559.9
0,6985,9466.8
0,559,22751.8
0,9797,12609.0
0,444,12329.7
0,6747,7275.7
0,6775,13439.4
0,6678,23589.8
0,4092,2383.2
0,6339,14301.9
0,2819,21238.8
0,3067,27828.0
0,7463,2463.0
0,4777,19646.2
0,7879,25177.1
0,6967,5580.6
0,8423,18297.2
0,3582,19082.8
0,7464,14903.8
0,8027,27144.1
0,8312,4967.6
0,8522,14535.2
0,4408,19680.4
0,386,19135.2
0,9639,241.0
0,1910,25322.4
0,7730,5191.0
0,5609,39390.7
0,8144,12516.8
0,4351,13980.8
0,4021,28795.9
0,5167,17365.7
0,2155,19119.4
0,9536,44485.0
0,530,29049.8
0,588,17170.8
0,9016,4442.0
0,7689,37544.9
0,7681,12269.6
0,5074,21250.0
0,9144,13871.6
0,3946,19999.2
0,8314,3382.5
0,3197,12952.1
0,3650,12199.2
0,576,31732.9
0,499,17913.8
0,6038,28689.9
0,4645,7054.1
0,9060,25752.6
0,3065,16575.6
0,3726,28721.6
0,7838,26438.8
0,3232,36400.1
0,9881,36858.9
0,2548,23026.8
0,6714,19999.3
0,7502,13135.7
0,3821,27783.7
0,7459,39121.9
0,7410,46059.8
0,8960,24254.2
0,7440,9814.9
0,2964,4557.2
0,6586,13382.3
0,3069,20630.5
0,9739,25251.4
0,8011,32069.9
0,9207,10667.2
0,6495,13472.0
0,906,25737.9
0,5404,14726.5
0,8001,18914.8
0,6490,28891.2
0,9475,47504.6
0,9012,15828.4
0,6310,13095.2
0,9601,5845.8
0,8355,17998.5
0,5908,12858.6
0,9168,15148.1
0,9699,32216.3
0,1612,16724.4
0,8080,11946.3
0,295,12559.3
0,7130,11180.1
0,7154,19710.8
0,3343,1068.1
0,5737,19067.0
0,7181,14879.8
0,123,15992.8
0,6399,9281.4
0,1690,11915.1
0,5756,21428.4
0,2206,7625.6
0,3895,1382.7
0,1981,33561.3
0,9255,22147.3
0,3922,802.0
0,3956,38824.6
0,5597,7520.2
0,3243,20340.2
0,1746,38866.7
0,5181,12319.6
0,9837,2835.4
0,7811,33457.1
0,2057,22638.1
0,9560,24308.5
0,3587,11007.9
0,2431,3172.2
0,6218,15944.6
0,9276,7769.4
0,3297,44990.9
0,7283,7647.2
0,4756,49132.1
0,4561,30311.3
0,2418,23577.5
0,7328,29946.7
0,4606,24996.9
0,8350,29644.7
0,7540,9479.4
0,2362,27681.9
0,4107,7128.2
0,9245,42443.1
0,7597,198.2
0,9178,14287.9
0,2322,9080.5
0,1108,12705.2
0,7755,29132.1
0,6020,5820.0
0,4137,10407.0
0,839,36726.6
0,2310,38930.7
0,4268,17980.9
0,8550,5067.2
0,7008,11197.1
0,8464,15563.3
0,8672,26953.5
0,845,752.6
0,1892,13024.1
0,1498,12759.8
0,8788,17010.6
0,7298,27559.4
0,953,16295.7
0,8950,14757.7
0,1119,3506.1
0,8641,13709.4
0,8582,43038.7
0,116,12558.3
0,6115,25645.3
0,6128,7450.2
0,2769,12878.7
0,7756,12270.1
0,1575,8360.5
0,5958,26033.6
0,1639,17558.9
0,5730,8121.9
0,8510,36976.8
0,2244,42849.7
0,8556,38196.6
0,3137,28090.2
0,8508,33572.8
0,7991,23650.1
0,705,3322.0
0,1602,22235.3
0,6143,40408.8
0,8515,9235.9
0,8770,26260.0
0,9226,14008.4
0,3114,14808.8
0,8425,9367.6
0,4523,18741.9
0,2469,26219.0
0,9846,13599.5
0,3313,10443.8
0,8792,23954.6
0,7188,19202.9
0,7724,18395.7
0,6178,6610.0
0,3790,44945.5
0,4750,39580.9
0,5331,49348.4
0,199,33259.8
0,6236,13389.3
0,4776,20976.7
0,229,14994.7
0,1696,2465.7
0,2883,2267.2
0,8638,41935.2
0,548,1424.5
0,3935,46801.1
0,762,20763.3
0,1716,21646.6
0,2178,31953.3
0,246,27821.6
0,1736,7632.8
0,9866,4727.1
0,9528,9042.7
0,343,36607.8
0,6292,7424.7
0,8872,46892.6
0,3920,2474.7
0,7772,26571.3
0,4577,26465.0
0,1187,2054.7
0,9877,17169.5
0,5102,44448.2
0,4436,29404.5
0,7316,24920.8
0,9345,2937.9
0,7781,32958.2
0,4927,31192.4
0,1360,12510.9
0,8841,14022.5
0,3022,6462.5
0,84,9767.3
0,2904,4196.4
0,6845,20876.3
0,7955,12439.1
0,8303,7260.5
0,4503,13606.9
0,50,7065.6
0,3520,19644.0
0,4277,7255.1
0,3639,26585.7
0,9564,18297.1
0,103,11316.3
0,8069,30144.8
0,5503,14969.0
0,2522,33000.7
0,7393,24806.1
0,3087,19693.1
0,7195,2642.6
0,9609,24947.1
0,8214,36500.5
0,3980,16844.3
0,2461,17642.0
0,7779,28260.7
0,2119,3181.0
0,977,31245.0
0,1931,47797.9
0,7509,19635.5
0,183,14562.8
0,6685,29430.5
0,6599,10009.9
0,770,42460.1
0,6514,15768.7
0,2130,14111.2
0,2079,39982.2
0,6407,30253.4
0,67,12455.8
0,4570,8584.7
0,1270,18747.1
0,9931,13229.7
0,2995,2568.2
0,2677,709.2
0,2007,16666.0
0,510,13552.8
0,8024,3648.1
0,7656,20331.6
0,1313,36831.7
0,1950,5231.9
0,8085,12209.5
0,8066,22446.3
0,7978,29245.7
0,5534,8784.5
0,966,21186.1
0,2513,7206.0
0,8558,33265.1
0,4341,29993.4
0,6262,12693.5
0,7053,3674.8
0,4812,5094.8
0,5965,15057.7
0,5343,6023.9
0,8798,22198.7
0,3984,19267.2
0,9146,22709.0
0,6252,2291.2
0,8390,36777.5
0,6632,21286.0
0,7444,37723.5
0,9803,19234.9
0,2925,3740.2
0,9219,10907.7
0,4504,20147.0
0,6460,14412.5
0,1909,31965.5
0,3406,25040.0
0,3592,10614.4
0,1311,22832.5
0,8677,2648.4
0,6418,7415.4
0,2752,8281.2
0,3339,27999.5
0,1702,41883.4
0,2349,18134.3
0,2184,13750.3
0,3002,2773.9
0,3172,523.9
0,6035,49862.6
0,8335,25692.0
0,3699,32692.2
0,1695,2584.4
0,9101,43460.5
0,4205,3920.7
0,167,15073.8
0,3474,19864.3
0,366,18928.7
0,2583,32694.4
0,6142,20925.3
0,5591,17281.2
0,4304,12609.9
0,8078,24556.0
0,2200,37408.7
0,1232,15628.1
0,6125,32753.5
0,1157,11041.7
0,9502,23907.9
0,5996,2000.0
0,5980,16705.5
0,6682,3915.4
0,7555,44901.2
0,1414,29608.1
0,65,14755.0
0,8824,34738.3
0,9435,19651.9
0,4620,29710.7
0,9068,30408.5
0,1921,25340.5
0,6000,39890.6
0,6732,855.5
0,7132,1443.7
0,7822,404.9
0,6913,5449.3
0,2861,19027.7
0,8480,10250.5
0,6361,19128.6
0,1167,13728.4
0,2939,13832.3
0,9775,4364.9
0,5750,20710.8
0,1522,2291.6
0,6674,10032.3
0,4702,27810.3
0,9448,34794.6
0,2219,16424.5
0,5661,14088.1
0,2008,7677.8
0,5945,35105.5
0,2837,16112.7
0,6437,31954.4
0,5504,21748.0
0,1071,48492.5
0,1504,14620.7
0,1102,7826.1
0,5507,14201.9
0,5876,30704.5
0,1012,13335.3
0,8096,13837.5
0,1781,28618.3
0,4894,32006.5
0,659,23460.5
0,9379,39503.6
0,4934,29067.1
0,7292,34583.9
0,4891,14922.6
0,1083,31678.5
0,7736,5889.3
0,1406,13411.5
0,7941,27048.5
0,2023,21361.7
0,1287,36355.0
0,8978,22369.5
0,9242,9300.1
0,5223,15828.2
0,7124,36725.9
0,9788,28998.3
0,3719,3807.7
0,4760,8117.5
0,1657,11937.0
0,1170,506.9
0,5210,12982.1
0,1443,17362.5
0,6486,2700.3
0,8627,28653.9
0,3566,27259.0
0,2105,11652.1
0,7542,8276.6
0,1076,18390.4
0,6288,34995.3
0,2448,9045.9
0,8664,990.5
0,1891,28396.5
0,3929,10050.4
0,5687,28593.9
0,6815,46285.7
0,1019,1958.6
0,7265,16715.3
0,4692,20399.1
0,1442,37191.8
0,5112,30255.3
0,1098,1351.5
0,8454,43525.3
0,9633,5799.3
0,9354,20906.3
0,1345,7483.3
0,620,22518.0
0,6377,25248.6
0,7127,17540.5
0,3174,13106.3
0,7843,2895.6
0,479,47922.9
0,104,2724.9
0,1520,9545.6
0,5785,23903.7
0,2519,3483.6
0,1566,30728.2
0,6566,35640.0
0,297,2409.2
0,122,23206.6
0,7930,8919.0
0,5390,41152.4
0,8619,21035.6
0,7091,2472.1
0,8216,3415.3
0,9743,11360.4
0,5746,3569.2
0,5344,18264.6
0,1381,37325.8
0,7462,7086.3
0,8571,580.7
0,8038,3734.6
0,8306,11646.7
0,7875,22674.9
0,3308,12895.9
0,8600,48963.9
0,1318,5305.6
0,1263,7443.6
0,961,7208.1
0,1288,27792.6
0,391,17216.4
0,8890,6716.4
0,8277,6471.8
0,106,8599.6
0,6091,16018.5
0,1148,15388.7
0,5012,19184.8
0,3635,24521.4
0,1432,1546.4
0,6382,31285.2
0,7690,28900.4
0,9894,20490.4
0,5334,10029.2
0,9610,35939.1
0,6684,2000.2
0,4310,3864.1
0,9294,7284.5
0,630,37593.9
0,6099,2918.5
0,446,1166.2
0,2342,468.5
0,2698,17997.5
0,663,48823.6
0,8731,29452.3
0,3155,12700.8
0,6070,2656.2
0,6924,24559.9
0,1175,14006.5
0,6616,36062.5
0,481,18875.4
0,1377,23930.4
0,8127,35271.4
0,8761,51625.7
0,9996,7571.3
0,3767,32382.4
0,6082,13282.2
0,2135,41819.5
0,6543,35798.7
0,5250,33202.9
0,8775,12720.7
0,5352,2083.3
0,2251,12126.1
0,8729,23664.7
0,9424,15009.4
0,179,7789.9
0,6554,8004.7
0,7081,29014.2
0,5880,5916.9
0,7163,11987.9
0,6991,5253.6
0,568,11557.2
0,5422,14785.7
0,6886,14855.0
