origem,destino,haversine_distance
0,3961,11656.3
0,2489,14565.8
0,1928,15574.3
0,1857,11248.3
0,3039,36636.1
0,1743,11718.3
0,2845,20308.9
0,4888,15118.4
0,1709,23757.3
0,145,28412.0
0,231,19882.0
0,1695,9414.1
0,2883,14258.5
0,1648,14374.5
0,1579,16645.9
0,1402,13775.8
0,2901,22474.0
0,3763,38980.1
0,1256,12892.9
0,2826,31101.8
0,2844,17406.3
0,3950,30165.1
0,651,34927.8
0,3875,10951.2
0,1793,16981.1
0,1863,18515.3
0,3532,34186.4
0,3829,13610.0
0,501,1409.0
0,1245,12981.1
0,3789,13330.1
0,3770,1909.1
0,483,29319.7
0,3759,22992.4
0,3744,39694.2
0,477,25974.8
0,3729,15217.5
0,3647,1184.2
0,277,14007.9
0,2276,17676.7
0,3964,9521.9
0,860,2954.6
0,957,4293.7
0,4333,18585.9
0,1182,1685.2
0,4309,31907.6
0,4281,13508.8
0,4304,10170.6
0,1050,16184.6
0,4291,15075.7
0,4352,38188.5
0,3388,11521.5
0,4266,9930.3
0,4564,31132.4
0,1012,40756.0
0,4259,12418.2
0,120,38598.1
0,4209,17872.8
0,962,470.3
0,4203,11839.1
0,3493,8631.1
0,3991,8644.5
0,3598,17583.6
0,252,9448.8
0,3529,16577.0
0,3586,12197.8
0,3210,13479.1
0,3181,33522.8
0,3163,24688.3
0,2824,14229.7
0,654,31359.2
0,3041,27386.9
0,3037,20529.3
0,4359,17821.1
0,3034,43410.7
0,776,14179.4
0,2977,9912.6
0,2899,8360.0
0,923,12785.3
0,2898,32980.0
0,960,20391.3
0,2871,14855.0
0,4231,27080.8
0,2864,11885.2
0,1155,8760.2
0,3239,11312.9
0,4338,27202.4
0,4930,36879.1
0,3257,24976.1
0,3526,13385.6
0,235,25875.9
0,3524,19366.7
0,3484,17107.9
0,4157,28613.8
0,229,29522.8
0,3468,23520.6
0,711,14225.5
0,3898,10095.8
0,3424,16473.2
0,180,36714.7
0,958,31435.9
0,3370,29237.2
0,3316,29178.9
0,4199,12817.5
0,3302,11699.7
0,4224,11504.0
0,3273,27808.4
0,4863,14058.2
0,3255,10849.5
0,1118,9693.3
0,153,18852.6
0,251,14623.5
0,2670,41583.9
0,1744,28485.8
0,3032,19746.3
0,325,13121.2
0,687,4791.1
0,1567,13033.2
0,2069,10143.9
0,4306,36675.8
0,2029,24954.4
0,3387,26778.1
0,199,25436.1
0,216,27047.7
0,3392,1399.0
0,846,33480.4
0,1922,13977.5
0,155,24010.8
0,3530,46593.9
0,2895,12141.9
0,4042,2982.9
0,3935,25670.0
0,1552,16244.7
0,1800,10179.9
0,1612,14872.7
0,2959,31722.7
0,1859,12616.2
0,3739,14452.2
0,1272,22480.6
0,58,11719.1
0,3632,27754.4
0,264,14865.5
0,3579,32378.8
0,1924,9230.6
0,1769,24073.1
0,3208,23036.7
0,331,33960.0
0,858,17016.5
0,2174,13395.3
0,1064,25841.6
0,1717,13609.2
0,1027,32854.9
0,4085,26517.0
0,1763,10901.1
0,4331,7515.8
0,1062,35053.7
0,2050,25387.8
0,4610,28857.8
0,3679,7529.4
0,2206,40161.7
0,2290,13320.5
0,584,37216.3
0,4026,14834.2
0,3698,35024.4
0,3125,8932.0
0,2812,33717.2
0,2967,13527.2
0,414,11165.1
0,624,47740.1
0,3290,35447.4
0,2675,17546.5
0,434,9270.5
0,2365,16143.9
0,465,13503.6
0,2317,16795.4
0,2011,11285.5
0,3510,12957.0
0,3063,20208.8
0,2368,7700.2
0,4196,20890.8
0,3648,20087.3
0,356,9384.9
0,4684,20504.2
0,107,10014.2
0,3707,24274.4
0,246,13760.0
0,4443,13239.7
0,4320,8062.6
0,4006,26814.3
0,4431,6799.5
0,4483,31548.8
0,311,12415.8
0,332,31106.5
0,3450,22951.2
0,4355,12778.2
0,1437,16276.3
0,4693,38741.4
0,3280,23610.6
0,4326,18821.7
0,4018,15753.8
0,4760,15311.4
0,3946,14855.5
0,4929,25416.4
0,500,14828.4
0,2095,25328.9
0,1723,26003.3
0,4145,424.4
0,487,15547.1
0,3956,13623.9
0,4055,17112.8
0,4101,33392.6
0,1644,17752.7
0,4202,16253.8
0,2165,20733.8
0,4746,16785.4
0,2577,13724.7
0,4517,34614.0
0,4387,29573.3
0,1025,33809.0
0,3537,22591.4
0,4654,10097.7
0,3591,16936.6
0,4739,11644.8
0,698,14477.1
0,4079,26171.0
0,4295,25903.4
0,4744,10698.4
0,3874,14292.8
0,4294,26757.6
0,3733,12653.4
0,4235,12118.2
0,989,17068.0
0,4430,26282.3
0,1123,14720.9
0,4499,19777.4
0,59,23382.0
0,4964,12574.2
0,4962,8342.6
0,1386,12413.0
0,4909,4865.6
0,3675,33170.4
0,234,28410.5
0,4275,14799.5
0,106,25245.6
0,1142,14281.5
0,1084,15539.5
0,4643,22729.2
0,4512,8167.6
0,2027,13701.0
0,4868,1565.3
0,4220,21093.4
0,4501,34897.5
0,1662,19908.9
0,3769,16239.6
0,3422,27393.0
0,3129,24615.9
0,1983,24195.3
0,4366,33569.3
0,1974,5590.6
0,3476,26589.1
0,4052,31464.4
0,3745,21756.7
0,1949,22000.2
0,3644,9942.8
0,3669,13558.5
0,3727,9918.1
0,671,16704.3
0,1704,12370.2
0,447,38937.8
0,738,13535.1
0,4379,19143.9
0,1346,13583.0
0,2956,17828.3
0,2248,18956.7
0,1810,14043.8
0,1860,29359.0
0,2075,24018.8
0,1877,15857.4
0,4035,12614.9
0,992,15704.4
0,4025,24780.0
0,2477,12865.9
0,1836,16963.7
0,3846,19812.3
0,3552,24046.4
0,3262,11010.2
0,798,1262.7
0,2112,3880.6
0,2701,16151.9
0,2671,7093.3
0,2585,13526.0
0,854,15688.6
0,2566,31186.3
0,3581,12119.5
0,1154,16102.0
0,1690,28860.2
0,2506,19607.7
0,2422,10729.8
0,2531,28770.9
0,4728,22237.1
0,3994,10784.9
0,981,7562.5
0,2235,15000.5
0,3073,13834.4
0,4193,24618.3
0,2513,27032.0
0,1117,15712.2
0,158,12052.0
0,4127,11782.8
0,2116,15359.1
0,2835,24506.3
0,296,14421.6
0,2729,13373.5
0,2218,19757.6
0,2817,15607.8
0,4534,15663.4
0,1584,11908.3
0,4358,20242.7
0,2227,19387.1
0,2769,11169.3
0,1666,27646.5
0,571,19679.0
0,4408,31048.0
0,4961,1836.0
0,1314,15573.3
0,2793,14735.9
0,537,32155.1
0,622,23916.2
0,385,12736.1
0,868,10803.5
0,382,23563.0
0,1249,16648.6
0,219,25855.9
0,1009,17564.2
0,1260,30402.8
0,1108,48004.8
0,3623,7172.8
0,1148,30324.0
0,1235,19550.8
0,208,12130.4
0,89,18352.7
0,890,31375.6
0,1564,41136.4
0,4076,22016.1
0,4377,16218.5
0,2179,29130.1
0,1141,32271.4
0,778,23484.9
0,1171,16236.1
0,1174,40421.1
0,4663,1076.1
0,4672,23970.5
0,1470,14670.3
0,2975,7174.5
0,343,11707.2
0,1489,12544.5
0,476,13838.3
0,450,38574.4
0,438,58983.3
0,4825,41559.8
0,1542,10688.2
0,2481,23741.6
0,4801,26968.0
0,2268,14021.0
0,4799,21755.7
0,4590,21288.1
0,913,24855.2
0,2314,18727.6
0,1008,14266.4
0,4683,11982.8
0,893,13194.3
0,2485,25444.8
0,4690,12496.0
0,1617,13559.9
0,1745,25115.9
0,4836,15094.2
0,928,25217.9
0,1016,11487.5
0,4319,14141.5
0,304,18211.1
0,2493,12446.3
0,4521,4729.6
0,4915,11194.1
0,2022,13323.5
0,1427,24748.9
0,1484,24242.2
0,2945,26027.5
0,1258,29526.2
0,194,12485.2
0,1956,19800.2
0,85,3763.5
0,2491,11059.0
0,3835,12660.5
0,1122,12393.3
0,4575,5973.9
0,598,36819.5
0,128,41618.3
0,4635,13893.9
0,4983,14025.5
0,4385,4270.1
0,4697,15238.3
0,1546,19474.2
0,2372,32075.0
0,4609,11872.7
0,8,32210.4
0,4172,9201.0
0,2892,1942.1
0,4779,11945.7
0,613,4554.6
0,32,14637.4
0,591,54537.6
0,4858,11280.9
0,2351,20494.0
0,3187,55557.1
0,4356,26819.5
0,13,19834.4
0,2322,1471.0
0,4022,16230.8
0,4008,7254.7
0,154,14000.9
0,2510,20240.3
0,4570,34021.6
0,878,12977.9
0,168,11871.1
0,2067,13462.8
0,3603,14057.4
0,570,16333.5
0,3680,9362.1
0,855,13207.4
0,1815,12811.4
0,3768,24146.2
0,55,27168.6
0,2713,15350.2
0,3970,29380.7
0,866,22321.2
0,2733,16649.1
0,4941,24120.8
0,1884,9208.1
0,4476,11385.1
0,2101,12702.0
0,2714,12498.2
0,163,19630.9
0,4301,39114.6
0,4398,13284.4
0,4310,10992.8
0,4510,16311.8
0,349,10968.6
0,2508,35280.9
0,4523,14084.3
0,4381,5796.1
0,384,37877.9
0,2904,16376.3
0,2798,30557.3
0,4995,15985.3
0,2009,36309.1
0,705,29164.6
0,2007,22649.4
0,2984,12841.0
0,707,21438.5
0,28,26293.2
0,4084,25000.6
0,3,10370.6
0,1969,12366.0
0,4142,26116.4
0,2921,41027.9
0,7,29373.1
0,718,37333.3
0,1977,16997.0
0,4151,16426.3
0,773,17903.0
0,3808,14086.5
0,1195,36390.7
0,777,16788.1
0,2015,25941.2
0,1979,21647.0
0,834,14756.6
0,407,15101.9
0,1,42494.5
0,2001,15072.9
0,2822,13615.2
0,1078,24136.9
0,619,33400.4
0,618,15671.5
0,2286,3954.9
0,1482,24817.6
0,1395,25212.6
0,3900,30115.1
0,15,6176.7
0,3817,25263.8
0,2274,31476.4
0,36,12841.9
0,2260,12741.4
0,1371,24771.1
0,3625,13142.1
0,3786,1604.8
0,68,12105.0
0,2192,16047.1
0,1239,13658.7
0,1136,41445.7
0,3180,13677.5
0,954,10888.5
0,4088,12486.6
0,1135,19010.5
0,2090,13295.7
0,156,6297.7
0,1134,15625.0
0,1459,7616.7
0,1079,27323.3
0,3005,22417.2
0,1311,27126.5
0,437,15334.7
0,21,18333.7
0,1295,18870.6
0,1300,33356.7
0,664,14142.2
0,644,27247.4
0,2495,12716.8
0,2543,12713.4
0,4507,1371.6
0,3568,15688.3
0,1328,14852.9
0,2321,15221.6
0,632,14776.9
0,2018,24857.8
0,2586,10784.9
0,2037,28115.3
0,3514,28835.8
0,1577,46991.0
0,3448,10178.4
0,758,41373.1
0,3480,22298.6
0,30,10051.3
0,699,26546.9
0,2734,14605.0
0,3385,14453.5
0,1725,32984.5
0,2051,16271.3
0,66,45513.0
0,1807,12720.3
0,1585,36257.5
0,715,26496.9
0,1674,7664.1
0,4769,40514.1
0,2880,15515.9
0,2925,15842.0
0,660,33992.6
0,3728,34600.6
0,4031,31037.8
0,974,25899.5
0,42,18518.2
0,2872,8288.0
0,921,12314.0
0,996,15060.7
0,3804,28185.9
0,3785,13416.7
0,1014,55354.5
0,1210,12336.6
0,3784,41419.1
0,2598,25193.7
0,1254,22784.5
0,3295,13490.2
0,1359,28916.0
0,994,30260.4
0,2249,25222.9
0,838,24220.6
0,3594,8005.6
0,1515,31340.4
0,2889,4968.4
0,2280,9460.3
0,188,11580.8
0,876,28671.4
0,1782,16000.4
0,629,16290.6
0,3002,16673.1
0,307,12807.5
0,1729,25908.5
0,3218,11089.9
0,3635,18828.5
0,1757,33626.2
0,2882,16703.7
0,1902,25112.6
0,3496,37233.6
0,4867,18836.4
0,3064,20320.8
0,1100,15235.3
0,1448,11124.3
0,2770,35076.2
0,3501,32688.2
0,2801,39469.6
0,2803,23559.4
0,3656,30149.3
0,2066,13049.5
0,3838,14461.0
0,1894,39288.6
0,2277,38106.9
0,2353,18005.4
0,2164,13123.1
0,3158,41278.5
0,2631,26636.5
0,1848,12365.1
0,827,7891.6
0,2133,18148.6
0,977,34350.3
0,2583,13637.7
0,811,29832.6
0,2375,10392.5
0,3277,22745.4
1,1864,26026.5
1,485,31487.8
1,383,35592.4
1,3415,53274.8
1,2278,12956.6
1,4565,18751.6
1,2912,44424.2
1,824,46026.5
1,4903,26112.1
1,3172,31295.7
1,3109,48505.7
1,1686,36259.8
1,3691,41281.9
1,1659,25507.6
1,4277,26117.6
1,2889,42076.7
1,201,16729.0
1,2180,32715.4
1,1154,26410.4
1,88,41506.3
1,1918,47153.9
1,1216,55778.9
1,1570,41705.6
1,4444,49538.1
1,2862,27805.7
1,3881,50642.5
1,1841,29038.0
1,4153,28232.3
1,1459,48039.9
1,4337,41856.0
1,3856,39892.3
1,165,18923.1
1,4131,46940.7
1,2057,17752.2
1,223,40026.3
1,1651,40859.3
1,1637,34102.1
1,151,28865.8
1,3738,56109.7
1,2908,42822.6
1,82,43231.8
1,1828,40943.5
1,3376,43191.4
1,2466,41238.3
1,2447,49878.6
1,1227,8706.6
1,1151,52618.7
1,2843,46424.8
1,2644,44598.8
1,2886,29545.5
1,1855,17636.2
1,2700,32315.2
1,989,47443.0
1,2902,26242.2
1,2986,31658.6
1,1849,14624.3
1,881,28713.4
1,2783,31756.1
1,3404,15737.7
1,282,61205.9
1,1838,36135.4
1,3496,58203.4
1,3118,28130.1
1,1263,18765.0
1,1685,31987.1
1,2549,30184.5
1,2543,30699.8
1,1936,31974.5
1,2245,30166.9
1,1644,45736.2
1,1968,36859.4
1,2241,22487.1
1,2034,29652.4
1,2293,35196.2
1,1480,11297.2
1,1437,26337.1
1,2138,29197.6
1,2342,36171.3
1,2170,36507.1
1,2226,48876.7
1,2104,28122.2
1,2282,49396.7
1,2068,28782.0
1,1425,29309.8
1,1386,31272.8
1,2394,45529.1
1,2049,28927.9
1,226,18853.4
1,1561,30702.7
1,3635,34950.4
1,3481,33127.4
1,197,34582.6
1,785,41033.6
1,3381,41190.0
1,214,29021.2
1,3299,26229.6
1,3263,33407.1
1,2943,51720.2
1,495,24579.4
1,2782,50799.5
1,667,30500.4
1,3513,35996.8
1,2773,43570.0
1,578,20285.8
1,2685,4768.0
1,2580,47280.1
1,514,44546.6
1,577,28186.1
1,3532,69719.4
1,142,19285.4
1,3399,29819.8
1,4948,18201.6
1,915,59081.8
1,117,30516.1
1,3754,30443.2
1,1497,70788.0
1,1438,33735.2
1,3997,33451.5
1,4947,33679.1
1,3267,10657.9
1,1320,36084.8
1,1284,68739.9
1,2356,19159.2
1,4789,31369.8
1,3320,41092.1
1,4755,34536.2
1,4331,40647.1
1,4256,36315.6
1,1264,39896.5
1,4939,22038.4
1,4218,66327.9
1,3811,45970.8
1,3696,40446.6
1,4059,35092.3
1,4464,30381.0
1,4921,19213.9
1,910,35120.4
1,1193,42799.4
1,3068,53740.2
1,1217,58895.4
1,3046,17742.8
1,1398,30400.2
1,2875,16089.6
1,1448,32132.8
1,2806,35223.8
1,692,41957.6
1,2428,10151.7
1,1757,52595.6
1,1784,33410.6
1,2271,20477.7
1,2247,28246.5
1,1881,35908.8
1,3209,44040.8
1,2121,49773.2
1,830,17117.1
1,670,6000.0
1,4154,18401.0
1,168,33993.8
1,206,29986.6
1,218,11421.8
1,222,74235.7
1,3722,17161.5
1,256,11971.1
1,3611,29119.9
1,3543,29466.1
1,384,8682.8
1,488,46929.4
1,3542,23292.2
1,496,46513.6
1,3336,36620.2
1,570,26161.3
1,764,30580.0
1,2102,26919.8
1,2046,41675.7
1,1982,52142.5
1,908,29626.9
1,864,40846.5
1,3304,30576.3
1,592,23973.6
1,3386,44321.3
1,587,32158.0
1,3588,27652.7
1,3692,36211.2
1,457,40687.2
1,3864,31932.5
1,4018,26927.7
1,303,56075.0
1,273,36906.8
1,241,46655.9
1,190,29020.9
1,3295,29622.3
1,917,37312.6
1,1015,3855.6
1,1133,33349.5
1,2131,35705.0
1,1865,21939.7
1,1721,74466.3
1,1689,29998.9
1,1635,62398.9
1,1601,33652.0
1,2155,47648.9
1,4156,41953.1
1,1502,19109.3
1,1483,24684.8
1,1394,26386.3
1,2854,35433.1
1,3104,29502.0
1,3136,34929.0
1,3203,28118.3
